name,category,rating,address,scraped_at,url,status
Bendungan Lebak cikaso,Tujuan Wisata,,"CQQM+QP, Sukamukti, Kec. Cisompet, Kabupaten Garut, Jawa Barat 44174",2026-07-24T04:13:38.638704Z,https://www.google.com/maps/place/Bendungan+Lebak+cikaso/data=!4m7!3m6!1s0x2e661b0056fa4f91:0x24009b3a1ede2831!8m2!3d-7.5605986!4d107.7843715!16s%2Fg%2F11x_lpwnxh!19sChIJkU_6VgAbZi4RMSjeHjqbACQ?authuser=0&hl=id&rclk=1,success
Wisata kuliner Saung Kang Ujang,Restoran,4.4,"QWCQ+58G, Jl. Godog, Tanjungsari, Kec. Karangpawitan, Kabupaten Garut, Jawa Barat 44182",2026-07-24T04:13:41.107942Z,https://www.google.com/maps/place/Wisata+kuliner+Saung+Kang+Ujang/data=!4m7!3m6!1s0x2e68b11e971fbfc9:0xc855d28d9da420ec!8m2!3d-7.2295559!4d107.9383172!16s%2Fg%2F11v0c7gv__!19sChIJyb8flx6xaC4R7CCknY3SVcg?authuser=0&hl=id&rclk=1,success
Wisata Sungai Ciharus,Tujuan Wisata,4.5,"Kp.Cogreg, Dano, Kec. Leles, Kabupaten Garut, Jawa Barat 44152",2026-07-24T04:13:43.889176Z,https://www.google.com/maps/place/Wisata+Sungai+Ciharus/data=!4m7!3m6!1s0x2e68b773cc15dee1:0xf10fe20bc13b5e14!8m2!3d-7.1091899!4d107.861556!16s%2Fg%2F11nmnr3chh!19sChIJ4d4VzHO3aC4RFF47wQviD_E?authuser=0&hl=id&rclk=1,success
Taman Kiansantang,Taman Kota,4.5,"QWJ2+4G5, Paminggir, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44118",2026-07-24T04:13:47.205475Z,https://www.google.com/maps/place/Taman+Kiansantang/data=!4m7!3m6!1s0x2e68b11a511de98d:0xc35d1f04946f8779!8m2!3d-7.2197356!4d107.9013547!16s%2Fg%2F11h6r5spy7!19sChIJjekdURqxaC4ReYdvlAQfXcM?authuser=0&hl=id&rclk=1,success
Pantai Muara cimangke,Tujuan Wisata,,"9MQ4+45, Kabupaten Garut, Jawa Barat",2026-07-24T04:13:49.378820Z,https://www.google.com/maps/place/Pantai+Muara+cimangke/data=!4m7!3m6!1s0x2e663d002a9656ef:0x4f666e58172d7bca!8m2!3d-7.6121875!4d107.6554375!16s%2Fg%2F11y_px01r3!19sChIJ71aWKgA9Zi4RynstF1huZk8?authuser=0&hl=id&rclk=1,success
Pantai santolo,Tujuan Wisata,4.5,"8MXQ+X3J, Jl. Pantai Santolo, Pamalayan, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:13:51.781117Z,https://www.google.com/maps/place/Pantai+santolo/data=!4m7!3m6!1s0x2e6617646fae701b:0x41a0e2d9b29251f4!8m2!3d-7.6500434!4d107.6876413!16s%2Fg%2F11pz2t2tz8!19sChIJG3Cub2QXZi4R9FGSstnioEE?authuser=0&hl=id&rclk=1,success
Pantai Sancang,Tujuan Wisata,4.7,"7V6P+GF8, Sancang, Kec. Cibalong, Kabupaten Garut, Jawa Barat 44176",2026-07-24T04:13:53.942765Z,https://www.google.com/maps/place/Pantai+Sancang/data=!4m7!3m6!1s0x2e660d36f63a22b5:0xfc36cba156f463e1!8m2!3d-7.7387149!4d107.8861918!16s%2Fg%2F11bc8cx45m!19sChIJtSI69jYNZi4R4WP0VqHLNvw?authuser=0&hl=id&rclk=1,success
Rumah Makan Hangat,Restoran Masakan Ayam,4.3,"Jl. Raya Kadungora, Leles, Kec. Leles, Kabupaten Garut, Jawa Barat 44152",2026-07-24T04:13:57.145353Z,https://www.google.com/maps/place/Rumah+Makan+Hangat/data=!4m7!3m6!1s0x2e68b7c9a2f66137:0x2074a761cb59565c!8m2!3d-7.1003043!4d107.8980221!16s%2Fg%2F1hm6d09hl!19sChIJN2H2osm3aC4RXFZZy2GndCA?authuser=0&hl=id&rclk=1,success
Kolong Langit Coffee Camp,Tujuan Wisata,4.4,"Unnamed Road, Cilawu, Kec. Cilawu, Kabupaten Garut, Jawa Barat 44181",2026-07-24T04:13:59.427366Z,https://www.google.com/maps/place/Kolong+Langit+Coffee+Camp/data=!4m7!3m6!1s0x2e68afb7b51c1c1b:0xeade1c1bd4b42de3!8m2!3d-7.2820241!4d107.9347429!16s%2Fg%2F11q2rz0hzk!19sChIJGxwctbevaC4R4y201Bsc3uo?authuser=0&hl=id&rclk=1,success
Camping Ground - Situ Cibeureum,Tujuan Wisata,4.4,"RRQ4+CQQ, Sukakarya, Kec. Samarang, Kabupaten Garut, Jawa Barat 44161",2026-07-24T04:14:01.402634Z,https://www.google.com/maps/place/Camping+Ground+-+Situ+Cibeureum/data=!4m7!3m6!1s0x2e68b9791690e3d1:0x3a0ce37a18d581b1!8m2!3d-7.161403!4d107.806985!16s%2Fg%2F11g8k0ktc5!19sChIJ0eOQFnm5aC4RsYHVGHrjDDo?authuser=0&hl=id&rclk=1,success
Pantai ciporeang ( sancang),Tujuan Wisata,4.6,"7V6P+5X7, Sancang, Kec. Cibalong, Kabupaten Garut, Jawa Barat 44176",2026-07-24T04:14:04.664384Z,https://www.google.com/maps/place/Pantai+ciporeang+%28+sancang%29/data=!4m7!3m6!1s0x2e660d457f89e6d1:0x56409ed89e1a6d50!8m2!3d-7.7395783!4d107.8874206!16s%2Fg%2F11stb98m0h!19sChIJ0eaJf0UNZi4RUG0antieQFY?authuser=0&hl=id&rclk=1,success
Situ Bagendit,Danau,4.3,"Sukamukti, Kec. Banyuresmi, Kabupaten Garut, Jawa Barat",2026-07-24T04:14:07.910927Z,https://www.google.com/maps/place/Situ+Bagendit/data=!4m7!3m6!1s0x2e68b6ad62bb7ebd:0xe6c00fe24bcfb64b!8m2!3d-7.1608333!4d107.9413889!16s%2Fg%2F121gpq4z!19sChIJvX67Yq22aC4RS7bPS-IPwOY?authuser=0&hl=id&rclk=1,success
Situ Cidahu,Tujuan Wisata,4.9,"QWVM+H82, Cidahu, Kec. Karangpawitan, Kabupaten Garut, Jawa Barat 44182",2026-07-24T04:14:10.641360Z,https://www.google.com/maps/place/Situ+Cidahu/data=!4m7!3m6!1s0x2e68b1b0fa73c20f:0xa53ec66be22e8ddb!8m2!3d-7.206119!4d107.9332595!16s%2Fg%2F11rt_501zj!19sChIJD8Jz-rCxaC4R240u4mvGPqU?authuser=0&hl=id&rclk=1,success
Taman Bunga PuncakKalang,Tujuan Wisata,,"FQX7+GC9, Linggamanik, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:14:14.613484Z,https://www.google.com/maps/place/Taman+Bunga+PuncakKalang/data=!4m7!3m6!1s0x2e661b205bb7a405:0x80ff11f33913069b!8m2!3d-7.5012204!4d107.763621!16s%2Fg%2F11fm6v5b2f!19sChIJBaS3WyAbZi4RmwYTOfMR_4A?authuser=0&hl=id&rclk=1,success
Kolam renang cipanas indah,Kolam Renang,4.0,"RVCC+M3X, Rancabango, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:14:16.354136Z,https://www.google.com/maps/place/Kolam+renang+cipanas+indah/data=!4m7!3m6!1s0x2e68b12e78427fdf:0xc655d2e349e07f02!8m2!3d-7.1782524!4d107.870245!16s%2Fg%2F11j120lmrj!19sChIJ339CeC6xaC4RAn_gSePSVcY?authuser=0&hl=id&rclk=1,success
Pantai ci awi desa samudra jaya caringin garut selatan,Tujuan Wisata,,"FFW6+5C2 samudra jaya, Desa, Cimahi, Kec. Caringin, Kabupaten Garut, Jawa Barat 44166",2026-07-24T04:14:18.970319Z,https://www.google.com/maps/place/Pantai+ci+awi+desa+samudra+jaya+caringin+garut+selatan/data=!4m7!3m6!1s0x2e662910d77d4681:0x8e07af21fbffb2c5!8m2!3d-7.5046105!4d107.4610265!16s%2Fg%2F11sdbld7s_!19sChIJgUZ91xApZi4RxbL_-yGvB44?authuser=0&hl=id&rclk=1,success
Kolam Air Panas Cikarees,Pemandian di Ruang Terbuka,4.1,"V2G2+R7F, Sukasono, Kec. Sukawening, Kabupaten Garut, Jawa Barat 44184",2026-07-24T04:14:21.452810Z,https://www.google.com/maps/place/Kolam+Air+Panas+Cikarees/data=!4m7!3m6!1s0x2e68b5f3a55cd307:0x29011f2b48c40ac4!8m2!3d-7.1229497!4d108.000685!16s%2Fg%2F11f5n3hjpd!19sChIJB9NcpfO1aC4RxArESCsfASk?authuser=0&hl=id&rclk=1,success
Wisata Sawah Pa Jeje,Tujuan Wisata,,"FRMM+W8C, Mekarwangi, Kec. Cihurip, Kabupaten Garut, Jawa Barat 44173",2026-07-24T04:14:23.289019Z,https://www.google.com/maps/place/Wisata+Sawah+Pa+Jeje/data=!4m7!3m6!1s0x2e661b0135eb9035:0xcf385d375ce0daa8!8m2!3d-7.5151854!4d107.8332745!16s%2Fg%2F11kbqhz458!19sChIJNZDrNQEbZi4RqNrgXDddOM8?authuser=0&hl=id&rclk=1,success
CIBITUNG (ALVAN),Tujuan Wisata,3.7,"CQQX+QJ2, Sukamukti, Kec. Cisompet, Kabupaten Garut, Jawa Barat 44174",2026-07-24T04:14:25.774444Z,https://www.google.com/maps/place/CIBITUNG+%28ALVAN%29/data=!4m7!3m6!1s0x2e661b0057abb377:0x7e0d84863f1e663!8m2!3d-7.5606125!4d107.7990156!16s%2Fg%2F11vww4nz57!19sChIJd7OrVwAbZi4RY-bxY0jY4Ac?authuser=0&hl=id&rclk=1,success
Hutan Kota Kerkhof,Taman,4.3,"QWV2+8VW, Jl. Merdeka, Haurpanggung, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:14:28.476164Z,https://www.google.com/maps/place/Hutan+Kota+Kerkhof/data=!4m7!3m6!1s0x2e68b0559fdb12b9:0x105584750c8602a!8m2!3d-7.2066386!4d107.9022089!16s%2Fg%2F1hm4tzrk1!19sChIJuRLbn1WwaC4RKmDIUEdYBQE?authuser=0&hl=id&rclk=1,success
Curug leutik cai,Tujuan Wisata,4.0,"FRVR+X4, Mekarwangi, Kec. Cihurip, Kabupaten Garut, Jawa Barat 44173",2026-07-24T04:14:30.500548Z,https://www.google.com/maps/place/Curug+leutik+cai/data=!4m7!3m6!1s0x2e661b006e71fbb3:0xab384314a84a3a61!8m2!3d-7.5050442!4d107.8403287!16s%2Fg%2F11lzvlrhbf!19sChIJs_txbgAbZi4RYTpKqBRDOKs?authuser=0&hl=id&rclk=1,success
Curug Ciharus Dano Leles,Tujuan Wisata,4.4,"Dano, Kec. Leles, Kabupaten Garut, Jawa Barat 44152",2026-07-24T04:14:33.224140Z,https://www.google.com/maps/place/Curug+Ciharus+Dano+Leles/data=!4m7!3m6!1s0x2e68b82dc4f4d743:0x6066053cac05a208!8m2!3d-7.1207669!4d107.8484857!16s%2Fg%2F11bz_r6d7f!19sChIJQ9f0xC24aC4RCKIFrDwFZmA?authuser=0&hl=id&rclk=1,success
Racik Desa,Restoran Sunda,4.3,"Jl. Cipanas Baru No.1, Pananjung, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:14:35.655113Z,https://www.google.com/maps/place/Racik+Desa/data=!4m7!3m6!1s0x2e68b0ee15383adf:0x86a9d65d9ec3f333!8m2!3d-7.175234!4d107.8905981!16s%2Fg%2F1hm2l7v24!19sChIJ3zo4Fe6waC4RM_PDnl3WqYY?authuser=0&hl=id&rclk=1,success
Wisata Gunung Guntur & Parkir,Tujuan Wisata,4.8,"Pananjung, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:14:38.920832Z,https://www.google.com/maps/place/Wisata+Gunung+Guntur+%26+Parkir/data=!4m7!3m6!1s0x2e68b71b567b5551:0x9614cf2895d7f444!8m2!3d-7.1629496!4d107.8827025!16s%2Fg%2F11fmz1st4y!19sChIJUVV7Vhu3aC4RRPTXlSjPFJY?authuser=0&hl=id&rclk=1,success
Puncak Parabon Kamojang,Tujuan Wisata,4.4,"Jl. Raya Kamojang, Sukalaksana, Kec. Samarang, Kabupaten Garut, Jawa Barat 44161",2026-07-24T04:14:41.446239Z,https://www.google.com/maps/place/Puncak+Parabon+Kamojang/data=!4m7!3m6!1s0x2e68bb20a33429ed:0xd403c733820d1515!8m2!3d-7.1731387!4d107.8008253!16s%2Fg%2F11qmc0kp9v!19sChIJ7Sk0oyC7aC4RFRUNgjPHA9Q?authuser=0&hl=id&rclk=1,success
Kedai Itikurih,Restoran,4.3,"Jl. Bratayuda No.124, Kota Kulon, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44112",2026-07-24T04:14:44.095075Z,https://www.google.com/maps/place/Kedai+Itikurih/data=!4m7!3m6!1s0x2e68b1cbcc243783:0x65e4c0dbf9e5f931!8m2!3d-7.2286031!4d107.9107004!16s%2Fg%2F11jk6jpzz_!19sChIJgzckzMuxaC4RMfnl-dvA5GU?authuser=0&hl=id&rclk=1,success
Curug Ciarjuna,Tujuan Wisata,4.8,"Panawa, Kec. Pamulihan, Kabupaten Garut, Jawa Barat 44168",2026-07-24T04:14:46.512051Z,https://www.google.com/maps/place/Curug+Ciarjuna/data=!4m7!3m6!1s0x2e68a1ce808d2cef:0x5b6bc968a2549082!8m2!3d-7.37461!4d107.683779!16s%2Fg%2F11df6ywnw6!19sChIJ7yyNgM6haC4RgpBUomjJa1s?authuser=0&hl=id&rclk=1,success
Ranca buaya,Pantai,4.3,Jawa Barat,2026-07-24T04:14:48.588844Z,https://www.google.com/maps/place/Ranca+buaya/data=!4m7!3m6!1s0x2e6625f561bdc247:0xc2335e4baf437ba4!8m2!3d-7.529545!4d107.4801298!16s%2Fg%2F12353nfh!19sChIJR8K9YfUlZi4RpHtDr0teM8I?authuser=0&hl=id&rclk=1,success
Gurun Sahara Pantai Sayang Heulang,Tujuan Wisata,4.8,"8PM4+7J2, Mancagahar, Kec. Pameungpeuk, Kabupaten Garut, Jawa Barat 44175",2026-07-24T04:14:50.654853Z,https://www.google.com/maps/place/Gurun+Sahara+Pantai+Sayang+Heulang/data=!4m7!3m6!1s0x2e6617c55d25ccf7:0xf6135c3cfbcb4269!8m2!3d-7.6668665!4d107.7065241!16s%2Fg%2F11krgk_8gz!19sChIJ98wlXcUXZi4RaULL-zxcE_Y?authuser=0&hl=id&rclk=1,success
Taman Indonesia Bahagia,Restoran,4.4,"Jalan Raya Wanaraja legok, Jl. Samanggen Desa, Wanajaya, Kec. Wanaraja, Kabupaten Garut, Jawa Barat 44183",2026-07-24T04:14:52.473153Z,https://www.google.com/maps/place/Taman+Indonesia+Bahagia/data=!4m7!3m6!1s0x2e68b38f1715d1b7:0x9bc7b2bdf4ffc672!8m2!3d-7.1676676!4d107.9864731!16s%2Fg%2F11bwm4d3nw!19sChIJt9EVF4-zaC4Rcsb_9L2yx5s?authuser=0&hl=id&rclk=1,success
Pantai Citanggeuleuk,Tujuan Wisata,4.7,"CGWX+W23, Kp. Citanggeuleuk Ds. Kec. Kab., Karangwangi, Kec. Mekarmukti, Kabupaten Garut, Jawa Barat 44165",2026-07-24T04:14:55.123859Z,https://www.google.com/maps/place/Pantai+Citanggeuleuk/data=!4m7!3m6!1s0x2e6624f5a698b14f:0xfa3a1d23df140e22!8m2!3d-7.5527345!4d107.5475351!16s%2Fg%2F11ckr4pxkj!19sChIJT7GYpvUkZi4RIg4U3yMdOvo?authuser=0&hl=id&rclk=1,success
Kolam Renang Air Panas (Puncak Jaya Darajat),Tujuan Wisata,4.3,"QQR5+2C8, Jl. Raya Darajat Jl. Pasirwangi, Padaawas, Kec. Pasirwangi, Kabupaten Garut, Jawa Barat 44161",2026-07-24T04:14:57.570019Z,https://www.google.com/maps/place/Kolam+Renang+Air+Panas+%28Puncak+Jaya+Darajat%29/data=!4m7!3m6!1s0x2e68bda4b30e4a49:0x47e1c6698aa2704d!8m2!3d-7.2099571!4d107.7585763!16s%2Fg%2F11pf87txg9!19sChIJSUoOs6S9aC4RTXCiimnG4Uc?authuser=0&hl=id&rclk=1,success
Wisata Kuliner Pangumbahan,Kedai Sarapan & Makan Siang,5.0,"QRCM+656, Jl. Raya Simpang - Samarang, Sirnasari, Kec. Samarang, Kabupaten Garut, Jawa Barat 44162",2026-07-24T04:15:00.359052Z,https://www.google.com/maps/place/Wisata+Kuliner+Pangumbahan/data=!4m7!3m6!1s0x2e68bb002644dce7:0x8078475e2deb5f05!8m2!3d-7.2294014!4d107.8328591!16s%2Fg%2F11njgj_32g!19sChIJ59xEJgC7aC4RBV_rLV5HeIA?authuser=0&hl=id&rclk=1,success
Pantai Haji koko,Tujuan Wisata,5.0,"CJG3+WPV, Cicalengka, garut selatan, Garut Regency, West Java 44164",2026-07-24T04:15:03.343988Z,https://www.google.com/maps/place/Pantai+Haji+koko/data=!4m7!3m6!1s0x2e66230e3a275317:0xb4a7ad9e6db86a86!8m2!3d-7.5726442!4d107.6042906!16s%2Fg%2F11jszfmvdt!19sChIJF1MnOg4jZi4Rhmq4bZ6tp7Q?authuser=0&hl=id&rclk=1,success
desa wisata samida,Pusat Informasi Pariwisata,5.0,"2266+72, Samida, Kec. Selaawi, Kabupaten Garut, Jawa Barat 44187",2026-07-24T04:15:05.688000Z,https://www.google.com/maps/place/desa+wisata+samida/data=!4m7!3m6!1s0x2e68cd3fc4f84a31:0xadd8dfaa46c10ee1!8m2!3d-6.989629!4d108.0183739!16s%2Fg%2F11kc8kg48s!19sChIJMUr4xD_NaC4R4Q7BRqrf2K0?authuser=0&hl=id&rclk=1,success
Pantai Cicadas,Tujuan Wisata,4.8,"CJ2P+327, Cigadog, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:15:07.651302Z,https://www.google.com/maps/place/Pantai+Cicadas/data=!4m7!3m6!1s0x2e663db387aeb613:0x416eb368069eb68b!8m2!3d-7.5998357!4d107.6350609!16s%2Fg%2F11vlr5lryp!19sChIJE7auh7M9Zi4Ri7aeBmizbkE?authuser=0&hl=id&rclk=1,success
Antapura De Djati,Tujuan Wisata,4.5,"WXM7+P9Q, Jl. Raya Leuwigoong, Cibiuk Kaler, Kec. Cibiuk, Kabupaten Garut, Jawa Barat 44193",2026-07-24T04:15:10.339273Z,https://www.google.com/maps/place/Antapura+De+Djati/data=!4m7!3m6!1s0x2e68cbbd64c9f31f:0x6487253e70657e3b!8m2!3d-7.0611833!4d107.9650564!16s%2Fg%2F11rp7mypcp!19sChIJH_PJZL3LaC4RO35lcD4lh2Q?authuser=0&hl=id&rclk=1,success
Wisata Pantai Gunung Geder,Tujuan Wisata,5.0,"Jl. Lintas Selatan, Kp. Gunung Geder, Cijambe, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:15:13.468241Z,https://www.google.com/maps/place/Wisata+Pantai+Gunung+Geder/data=!4m7!3m6!1s0x2e663dc350ecd7c9:0x53a237ae7e8c0f92!8m2!3d-7.616709!4d107.6626669!16s%2Fg%2F11vy1f7rl2!19sChIJydfsUMM9Zi4Rkg-Mfq43olM?authuser=0&hl=id&rclk=1,success
Situ Cigekgok,Tujuan Wisata,4.6,"FM5V+J89, Kertamukti, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:15:15.542865Z,https://www.google.com/maps/place/Situ+Cigekgok/data=!4m7!3m6!1s0x2e66194d189e2f79:0xe4d98c55019afdf2!8m2!3d-7.5409722!4d107.6933648!16s%2Fg%2F11jjpnlx7n!19sChIJeS-eGE0ZZi4R8v2aAVWM2eQ?authuser=0&hl=id&rclk=1,success
Domba House Lasminingrat,Restoran Sate,4.5,"Jl. Pataruman No.1b, Pataruman, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:15:18.572864Z,https://www.google.com/maps/place/Domba+House+Lasminingrat/data=!4m7!3m6!1s0x2e68b0f7e66d1bb9:0xa49f6bc9a3a013ac!8m2!3d-7.2057275!4d107.8927533!16s%2Fg%2F11cspy_h48!19sChIJuRtt5vewaC4RrBOgo8lrn6Q?authuser=0&hl=id&rclk=1,success
Pujasega bale tingtrim,Restoran Sunda,4.4,"Jalan Otto Iskandardinata No. 64, Tarogong, Pananjung, Cimanganten, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:15:21.231197Z,https://www.google.com/maps/place/Pujasega+bale+tingtrim/data=!4m7!3m6!1s0x2e68b0c3cb7bd99d:0xd49a89e61706e8d9!8m2!3d-7.1849774!4d107.8892947!16s%2Fg%2F1hm5m9ltx!19sChIJndl7y8OwaC4R2egGF-aJmtQ?authuser=0&hl=id&rclk=1,success
Cipanas Indah Hotel,N/A,4.1,"Jl. Raya Cipanas No.151, Rancabango, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:15:23.806478Z,https://www.google.com/maps/place/Cipanas+Indah+Hotel/data=!4m10!3m9!1s0x2e68b0bad7cbbf35:0x55d38eade2b0e9ef!5m2!4m1!1i2!8m2!3d-7.178365!4d107.8707681!16s%2Fg%2F1trs_9n1!19sChIJNb_L17qwaC4R7-mw4q2O01U?authuser=0&hl=id&rclk=1,success
Datar bungur,Tujuan Wisata,,"FMXW+735, Girimukti, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:15:26.078169Z,https://www.google.com/maps/place/Datar+bungur/data=!4m7!3m6!1s0x2e661f006bda68f9:0xe26f2dd87d551bec!8m2!3d-7.5018614!4d107.695243!16s%2Fg%2F11x2317ps8!19sChIJ-WjaawAfZi4R7BtVfdgtb-I?authuser=0&hl=id&rclk=1,success
Wisata kebon muncang,Taman bermain,,"RWM5+QCP, Jl. Cikondang, Tj. Kamuning, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:15:27.807351Z,https://www.google.com/maps/place/Wisata+kebon+muncang/data=!4m7!3m6!1s0x2e68b1f9b83224d1:0xe93e225c9b630d70!8m2!3d-7.1655303!4d107.9085899!16s%2Fg%2F11s5fmncnq!19sChIJ0SQyuPmxaC4RcA1jm1wiPuk?authuser=0&hl=id&rclk=1,success
Warung Asakan,Restoran,4.7,"Jl. Cimanuk No.243, Paminggir, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44118",2026-07-24T04:15:30.234291Z,https://www.google.com/maps/place/Warung+Asakan/data=!4m7!3m6!1s0x2e68b1f232a6273b:0x92160c0649cc0b0b!8m2!3d-7.2134531!4d107.899289!16s%2Fg%2F11gh94fd1j!19sChIJOyemMvKxaC4RCwvMSQYMFpI?authuser=0&hl=id&rclk=1,success
Babancong Garut / gedung pendopo,Bangunan Bersejarah,4.6,"Jl. Kabupaten Garut No.15, Paminggir, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44118",2026-07-24T04:15:32.848591Z,https://www.google.com/maps/place/Babancong+Garut+%2F+gedung+pendopo/data=!4m7!3m6!1s0x2e68b051703924a1:0x24797ec4e98ea3bb!8m2!3d-7.2167563!4d107.9013785!16s%2Fg%2F11bc7ns461!19sChIJoSQ5cFGwaC4Ru6OO6cR-eSQ?authuser=0&hl=id&rclk=1,success
Pantai Papandayan,Pantai,4.3,"Pantai Papandayan, Cigadog, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:15:35.091751Z,https://www.google.com/maps/place/Pantai+Papandayan/data=!4m7!3m6!1s0x2e6622d581d8e28f:0xe6e3ac762c5e5afe!8m2!3d-7.5876506!4d107.6217783!16s%2Fg%2F11d_d47mqr!19sChIJj-LYgdUiZi4R_lpeLHas4-Y?authuser=0&hl=id&rclk=1,success
Saung cigobang,Tujuan Wisata,,"GQ8V+67Q, Neglasari, Kec. Cisompet, Kabupaten Garut, Jawa Barat 44174",2026-07-24T04:15:38.077483Z,https://www.google.com/maps/place/Saung+cigobang/data=!4m7!3m6!1s0x2e661d00200cc457:0xa088171a06718289!8m2!3d-7.4844209!4d107.7932319!16s%2Fg%2F11ybp670zj!19sChIJV8QMIAAdZi4RiYJxBhoXiKA?authuser=0&hl=id&rclk=1,success
leuwi mencek,Tujuan Wisata,,"CQVP+GQG, Sukamukti, Kec. Cisompet, Kabupaten Garut, Jawa Barat 44174",2026-07-24T04:15:40.022323Z,https://www.google.com/maps/place/leuwi+mencek/data=!4m7!3m6!1s0x2e661b000086c169:0x41d132416d767830!8m2!3d-7.5561852!4d107.7869467!16s%2Fg%2F11nbnffyvq!19sChIJacGGAAAbZi4RMHh2bUEy0UE?authuser=0&hl=id&rclk=1,success
Masjid Agung Kab Garut,Masjid,4.7,"QWM2+GC2, Jl. Jendral Ahmad Yani - Jl. Veteran, Paminggir, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44118",2026-07-24T04:15:42.389939Z,https://www.google.com/maps/place/Masjid+Agung+Kab+Garut/data=!4m7!3m6!1s0x2e68b04df6fff521:0x1301501eb356ef39!8m2!3d-7.2162421!4d107.9010101!16s%2Fg%2F120qkm3j!19sChIJIfX_9k2waC4ROe9Wsx5QARM?authuser=0&hl=id&rclk=1,success
Pantai caur,Tujuan Wisata,4.9,"9JXJ+W6C, Cigadog, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:15:45.273495Z,https://www.google.com/maps/place/Pantai+caur/data=!4m7!3m6!1s0x2e663da6222a01e1:0x11ea434cfe5b4407!8m2!3d-7.599936!4d107.629976!16s%2Fg%2F11krd57qm_!19sChIJ4QEqIqY9Zi4RB0Rb_kxD6hE?authuser=0&hl=id&rclk=1,success
Curug Sanghyang Santen,Tujuan Wisata,4.8,"Kp. Baru, Pakenjeng, Kec. Pamulihan, Kabupaten Garut, Jawa Barat 44168",2026-07-24T04:15:47.708812Z,https://www.google.com/maps/place/Curug+Sanghyang+Santen/data=!4m7!3m6!1s0x2e68a1a5804b68ef:0xfb2e32e80efffa0c!8m2!3d-7.4198201!4d107.68938!16s%2Fg%2F11jh377296!19sChIJ72hLgKWhaC4RDPr_DugyLvs?authuser=0&hl=id&rclk=1,success
Kolam Terapi Air Hangat,Kolam Renang,4.7,"MPRQ+FPQ Taman Edelweiss, Jl. Kawah Papandayan, Sirnajaya, Kec. Cisurupan, Kabupaten Garut, Jawa Barat 44163",2026-07-24T04:15:50.320112Z,https://www.google.com/maps/place/Kolam+Terapi+Air+Hangat/data=!4m7!3m6!1s0x2e68a3d06156c255:0x8871845bfe610a09!8m2!3d-7.308663!4d107.738772!16s%2Fg%2F11v3tzwzdd!19sChIJVcJWYdCjaC4RCQph_luEcYg?authuser=0&hl=id&rclk=1,success
Pantai Sayang heulang,Tujuan Wisata,4.5,"Santoso, Mancagahar, Kec. Pameungpeuk, Kabupaten Garut, Jawa Barat 44175",2026-07-24T04:15:52.636364Z,https://www.google.com/maps/place/Pantai+Sayang+heulang/data=!4m7!3m6!1s0x2e6617e67d3df07f:0x74c1b967be80b6c3!8m2!3d-7.6686715!4d107.6987889!16s%2Fg%2F11q1tbgncm!19sChIJf_A9feYXZi4Rw7aAvme5wXQ?authuser=0&hl=id&rclk=1,success
Rema canar,Tujuan Wisata,,"FPX3+RX3, Cigondok, Girimukti, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:15:55.837441Z,https://www.google.com/maps/place/Rema+canar/data=!4m7!3m6!1s0x2e661f0069dda045:0x19ca700e52f620b4!8m2!3d-7.500496!4d107.7049181!16s%2Fg%2F11xfxgr9ht!19sChIJRaDdaQAfZi4RtCD2Ug5wyhk?authuser=0&hl=id&rclk=1,success
